SKU,Location, QTY , Line ,Weight,depth,height,Vol
1SNK516020R0000,F2-1-8-2,4, -   ,20,23,4,"1,840"
1SNK705010R0000,F2-1-9-1,4, -   ,16,28, -   , -   
1SNK705012R0000,F2-1-9-2,4, -   ,17,24,2,816
1SNK900001R0000,F2-1-10-2,4, -   ,20,25,1,500
1SNK900102R0000,F2-1-11-2,4, -   ,22,26,2,"1,144"
1SNK900200R0000,F2-1-12-1,4, -   ,20,28,4,"2,240"
1SNK905302R0000,F2-1-12-2,4, -   ,13,23, -   , -   
1SNL316010R0000,F2-1-13-2,4, -   ,13,24, -   , -   
1SNL325060R0000,F2-1-14-1,4, -   ,17,25,3,"1,275"
1SNL407610R0000,F2-1-14-2,4, -   ,20,26,5,"2,600"
1SNL407611R0000,F2-1-15-1,4, -   ,19,27,4,"2,052"
2000676-1,F2-1-15-2,4, -   ,23,24,1,552
2000676-2,F2-1-16-1,4, -   ,14,29, -   , -   
2000676-6,F2-1-16-2,4, -   ,19,29,4,"2,204"
2000713-1,F2-1-17-1,4, -   ,19,27,1,513
2000973-1,F2-1-19-1,4, -   ,15,24,4,"1,440"
2000974-1,F2-1-19-2,4, -   ,20,28,4,"2,240"
200191-000,F2-1-20-1,4, -   ,17,23,4,"1,564"
200341-000,F2-1-20-2,4, -   ,21,25,4,"2,100"
200512-2,F2-1-21-2,4, -   ,15,29,2,870
2005215-6,F2-1-22-1,4, -   ,20,23,5,"2,300"
2005216-6,F2-1-22-2,4, -   ,14,26,3,"1,092"
200532-1,F2-1-23-1,4, -   ,19,29,1,551
2005471-6,F2-1-23-2,4, -   ,16,24,1,384
2005472-6,F2-1-24-1,4, -   ,14,25,4,"1,400"
200559-000,F2-1-24-2,4, -   ,15,29,1,435
2007194-1,F2-1-25-1,4, -   ,20,25,2,"1,000"
2007464-2,F2-1-25-2,4, -   ,19,23,1,437
200821-1,F2-1-26-1,4, -   ,16,23,1,368
2008615-2,F2-1-26-2,4, -   ,19,25,1,475
201042-2,F2-1-27-1,4, -   ,22,27,3,"1,782"
201047-2,F2-1-27-2,4, -   ,18,24,2,864
201298-1,F2-1-28-1,4, -   ,19,29,4,"2,204"
2013257-1,F2-1-28-2,4, -   ,13,29, -   , -   
2013285-3,F2-1-29-1,4, -   ,19,25,5,"2,375"
2013393-1,F2-1-29-2,4, -   ,19,26,5,"2,470"
201358-1,F2-1-31-1,4, -   ,16,29,2,928
2013593-1,F2-1-31-2,4, -   ,16,29, -   , -   
2013782-1,F2-1-32-1,4, -   ,16,29,5,"2,320"
2013874-1,F2-1-33-1,4, -   ,15,25,1,375
201578-1,F2-1-33-2,4, -   ,21,27,5,"2,835"
201595-000,F2-1-34-1,4, -   ,23,24,3,"1,656"
201611-1,F2-1-34-2,4, -   ,18,23,2,828
202237-7,F2-1-35-1,4, -   ,16,23,1,368
2023374003,F2-1-35-2,4, -   ,23,25,3,"1,725"
203367-000,F2-1-36-1,4, -   ,22,27, -   , -   
203956-2,F2-1-37-1,4, -   ,16,26,3,"1,248"
2040006-9,F2-1-37-2,4, -   ,23,27,5,"3,105"
2040800-1,F2-1-38-2,4, -   ,15,27,3,"1,215"
2040974-3,F2-1-39-2,4, -   ,23,28, -   , -   
204370-2,F2-1-40-1,4, -   ,15,26,4,"1,560"
204513-2,F2-1-40-2,4, -   ,13,23,5,"1,495"
204515-2,F2-1-41-1,4, -   ,16,23,4,"1,472"
204516-2,F2-1-41-2,4, -   ,22,28,4,"2,464"
204517-2,F2-1-42-1,4, -   ,23,29,2,"1,334"
204518-2,F2-1-42-2,4, -   ,22,25,5,"2,750"
204519-2,F2-1-43-1,4, -   ,14,26,5,"1,820"
2047265-6,F2-1-45-1,4, -   ,19,29, -   , -   
204752-E,F2-1-45-2,4, -   ,22,28,5,"3,080"
204780-E,F2-1-46-1,4, -   ,13,27, -   , -   
204975-E,F2-1-46-2,4, -   ,15,29,5,"2,175"
205629-1,F2-1-47-1,4, -   ,19,28,3,"1,596"
205689-2,F2-1-47-2,4, -   ,17,29,3,"1,479"
206036-2,F2-1-48-1,4, -   ,23,25,5,"2,875"
206043-1,F2-1-48-2,4, -   ,22,27,1,594
206061-1,F2-1-49-1,4, -   ,22,29,5,"3,190"
2061437-1,F2-1-49-2,4, -   ,20,23,3,"1,380"
206153-1,F2-1-50-1,4, -   ,19,25,1,475
2062463-1,F2-1-50-2,4, -   ,16,29,1,464
2063013-4,F2-1-51-1,4, -   ,13,24,4,"1,248"
206430-2,F2-1-51-2,4, -   ,13,24,4,"1,248"
206437-1,F2-1-52-1,4, -   ,17,28,4,"1,904"
206498-4,F2-1-52-2,4, -   ,21,29,4,"2,436"
206518-2,F2-1-54-1,4, -   ,15,26,3,"1,170"
206705-1,F2-1-55-1,4, -   ,13,28,3,"1,092"
206708-1,F2-1-55-2,4, -   ,22,25,1,550
206793-1,F2-1-56-1,4, -   ,23,25,3,"1,725"
206804-1,F2-1-56-2,4, -   ,13,23,5,"1,495"
206805-1,F2-1-57-1,4, -   ,16,27,3,"1,296"
206838-1,F2-1-57-2,4, -   ,20,29,5,"2,900"
2069416-5,F2-1-58-1,4, -   ,19,23,3,"1,311"
2069417-5,F2-1-58-2,4, -   ,17,27,2,918
2069524-1,F2-1-60-1,4, -   ,18,28,4,"2,016"
2069524-3,F2-1-60-2,4, -   ,16,24,5,"1,920"
2069526-3,F2-2-1-1,4, -   ,20,27,5,"2,700"
2069712-1,F2-2-2-2,4, -   ,22,27,1,594
2069722-1,F2-2-3-1,4, -   ,23,29,2,"1,334"
2069723-1,F2-2-3-2,4, -   ,17,28,1,476
2069730-5,F2-2-4-1,4, -   ,23,28,1,644
2069732-5,F2-2-4-2,4, -   ,15,29, -   , -   
2069853-1,F2-2-5-2,4, -   ,13,28,2,728
206995-000,F2-2-6-1,4, -   ,20,24,4,"1,920"
2071407-1,F2-2-6-2,4, -   ,23,27,3,"1,863"
2071408-2,F2-2-7-1,4, -   ,14,29,4,"1,624"
2071448-2,F2-2-7-2,4, -   ,19,27,1,513
2071566-5,F2-2-8-1,4, -   ,21,27, -   , -   
207252-1,F2-2-8-2,4, -   ,19,24,1,456
207253-1,F2-2-9-1,4, -   ,13,29,5,"1,885"
207253-2,F2-2-9-2,4, -   ,22,23, -   , -   
207683-2,F2-2-10-1,4, -   ,18,23, -   , -   
208029-000,F2-2-10-2,4, -   ,18,28,3,"1,512"
208718-1,F2-2-11-1,4, -   ,13,25,1,325
208720-1,F2-2-11-2,4, -   ,20,29,4,"2,320"
208809-000,F2-2-12-1,4, -   ,13,27,4,"1,404"
208869N001,F2-2-13-1,4, -   ,15,24,5,"1,800"
2088904-1,F2-2-13-2,4, -   ,17,28,4,"1,904"
2-100525-0,F2-2-14-2,4, -   ,20,26, -   , -   
2101245-4,F2-2-15-1,4, -   ,23,23, -   , -   
21017-8,F2-2-15-2,4, -   ,13,28,5,"1,820"
2102060-2,F2-2-16-1,4, -   ,18,26,2,936
2102061-1,F2-2-16-2,4, -   ,19,25,4,"1,900"
2102061-2,F2-2-17-1,4, -   ,21,23,1,483
21022-3,F2-2-17-2,4, -   ,17,25,1,425
2102232-1,F2-2-18-1,4, -   ,17,27,4,"1,836"
2102735-1,F2-2-21-1,4, -   ,16,28,1,448
2102737-1,F2-2-21-2,4, -   ,22,26,5,"2,860"
21028-3,F2-2-22-2,4, -   ,23,28,4,"2,576"
2102847-1,F2-2-23-1,4, -   ,19,28,4,"2,128"
2103124-4,F2-2-23-2,4, -   ,17,29,4,"1,972"
2103149-7,F2-2-24-2,4, -   ,16,29,4,"1,856"
21045-3,F2-2-25-1,4, -   ,22,24,3,"1,584"
211011-4,F2-2-27-1,4, -   ,15,25, -   , -   
2-1102771-0,F2-2-27-2,4, -   ,22,25,1,550
2-1105050-1,F2-2-28-1,4, -   ,18,27,4,"1,944"
2110819-1,F2-2-28-2,4, -   ,16,23,5,"1,840"
211102-1,F2-2-29-1,4, -   ,22,29,5,"3,190"
211538-1,F2-2-29-2,4, -   ,21,23,3,"1,449"
211633-4,F2-2-30-1,4, -   ,16,27,3,"1,296"
211634-4,F2-2-30-2,4, -   ,18,27,3,"1,458"
211636-4,F2-2-31-1,4, -   ,13,29,1,377
211637-4,F2-2-31-2,4, -   ,15,29,5,"2,175"
211638-4,F2-2-32-1,4, -   ,23,25,4,"2,300"
211639-4,F2-2-32-2,4, -   ,21,26,1,546
211641-4,F2-2-33-2,4, -   ,18,28,4,"2,016"
211642-4,F2-2-34-1,4, -   ,23,29,5,"3,335"
211670-4,F2-2-34-2,4, -   ,15,25,3,"1,125"
211671-4,F2-2-35-1,4, -   ,18,28,1,504
211675-4,F2-2-35-2,4, -   ,17,25, -   , -   
211677-4,F2-2-36-1,4, -   ,13,29,3,"1,131"
211767-2,F2-2-37-1,4, -   ,16,29,2,928
211768-1,F2-2-37-2,4, -   ,23,29,1,667
211770-2,F2-2-38-1,4, -   ,13,25,5,"1,625"
2118707-2,F2-2-38-2,4, -   ,20,28, -   , -   
2119534-1,F2-2-40-1,4, -   ,23,23, -   , -   
2119580-1,F2-2-40-2,4, -   ,14,26,1,364
2119700-2,F2-2-41-2,4, -   ,16,26,4,"1,664"
2119784-2,F2-2-42-1,4, -   ,21,24,3,"1,512"
2119784-4,F2-2-42-2,4, -   ,23,24, -   , -   
2119784-9,F2-2-43-1,4, -   ,23,26,4,"2,392"
2119791-9,F2-2-43-2,4, -   ,15,26, -   , -   
2119943-1,F2-2-44-1,4, -   ,22,29,4,"2,552"
2120571-1,F2-2-44-2,4, -   ,13,23, -   , -   
2-1318114-4,F2-2-45-1,4, -   ,23,25,1,575
2-1318114-9,F2-2-45-2,4, -   ,21,25,2,"1,050"
2-1318115-3,F2-2-46-1,4,1,15,29,2,870
2-1318115-6,F2-2-46-2,4,1,16,28,2,896
2-1318384-3,F2-2-48-1,4,1,13,25, -   , -   
2-1333206-5,F2-2-48-2,4,1,22,23,1,506
2-1333220-6,F2-2-49-1,4,1,15,25,3,"1,125"
2134057-1,F2-2-49-2,4,1,14,23,3,966
2134318-1,F2-2-50-1,4,1,23,27,3,"1,863"
2134332-1,F2-2-50-2,4,1,14,25,5,"1,750"
2134376-7,F2-2-51-1,4,1,22,24,2,"1,056"
2134376-8,F2-2-51-2,4,1,19,29, -   , -   
2134585-1,F2-2-52-1,4,1,20,26,2,"1,040"
2134755-1,F2-2-52-2,4,1,14,25,1,350
2-1366449-7,F2-2-53-1,4,1,22,23,3,"1,518"
2137477-2,F2-2-53-2,4,1,17,24,1,408
2-1376430-7,F2-2-54-2,4,1,16,25,2,800
2-1393239-6,F2-2-55-1,4,1,21,27,2,"1,134"
2-1393789-7,F2-2-55-2,4,1,19,25,4,"1,900"
2141116-3,F2-2-56-1,4,1,22,26, -   , -   
2141159-1,F2-2-56-2,4,1,20,25,4,"2,000"
214357-E,F2-2-57-1,4,1,13,29,3,"1,131"
2-1437140-1,F2-2-57-2,4,1,15,29,5,"2,175"
2-1447173-1,F2-2-58-2,4,1,15,27,2,810
2-1462037-7,F2-2-59-2,4,1,16,26,5,"2,080"
2-1463047-1,F2-2-60-1,4,1,13,23,2,598
2-1473562-5,F2-2-60-2,4,1,19,25,2,950
2150408-2,F2-3-1-1,4,1,13,26,3,"1,014"
2151017-1,F2-3-1-2,4,1,13,27, -   , -   
2151019-1,F2-3-2-1,4,1,15,23,1,345
2151082-1,F2-3-3-1,4,1,16,23,5,"1,840"
2151083-1,F2-3-3-2,4,1,17,27, -   , -   
2151110-1,F2-3-4-1,4,1,17,23,3,"1,173"
2151119-1,F2-3-5-1,4,1,18,29,2,"1,044"
2151240-1,F2-3-5-2,4,1,21,28,1,588
2151254-1,F2-3-6-1,4,1,14,28,3,"1,176"
2155363-1,F2-3-7-1,4,1,23,23,5,"2,645"
2155363-2,F2-3-7-2,4,1,16,28,5,"2,240"
2155364-1,F2-3-8-1,4,1,17,23,4,"1,564"
2155371-1,F2-3-8-2,4,1,16,25,5,"2,000"
2155371-2,F2-3-9-1,4,1,21,26, -   , -   
2155371-3,F2-3-9-2,4,1,21,26,1,546
2155398-1,F2-3-10-1,4,1,20,23,3,"1,380"
2155400-1,F2-3-10-2,4,1,19,26,5,"2,470"
2155407-1,F2-3-11-1,4,1,13,28, -   , -   
2155408-1,F2-3-11-2,4,1,20,23,3,"1,380"
2155409-1,F2-3-12-1,4,1,14,23,5,"1,610"
2155413-1,F2-3-12-2,4,1,21,29,5,"3,045"
2155465-1,F2-3-13-1,4,1,16,26, -   , -   
2155465-2,F2-3-13-2,4,1,18,29,4,"2,088"
2155465-6,F2-3-14-1,4,1,19,25,2,950
2155465-8,F2-3-14-2,4,1,19,29,4,"2,204"
2155466-1,F2-3-15-1,4,1,17,24,1,408
2-1554809-3,F2-3-15-2,4,1,23,28,1,644
2155502-1,F2-3-16-1,4,1,19,29,5,"2,755"
2155589-1,F2-3-18-1,4,1,14,25,2,700
2155596-1,F2-3-18-2,4,1,18,25,3,"1,350"
2155634-1,F2-3-19-2,4,1,21,26,2,"1,092"
2155815-1,F2-3-20-1,4,1,20,25,1,500
2155816-1,F2-3-20-2,4,1,18,25, -   , -   
2155822-1,F2-3-21-1,4,1,23,26,1,598
2155898-1,F2-3-21-2,4,1,13,25,1,325
2155899-1,F2-3-22-1,4,1,17,23,3,"1,173"
2155900-1,F2-3-22-2,4,1,15,26,1,390
2155917-2,F2-3-23-2,4,1,14,26,1,364
2155923-1,F2-3-24-1,4,1,19,28,3,"1,596"
2155924-4,F2-3-24-2,4,1,23,23,5,"2,645"
2155925-1,F2-3-25-1,4,1,20,26,1,520
2155926-1,F2-3-25-2,4,1,18,29,3,"1,566"
2-1579018-9,F2-3-26-1,4,1,22,24,3,"1,584"
2-1579028-6,F2-3-26-2,4,1,15,28,1,420
2-1579028-8,F2-3-27-1,4,1,14,26,1,364
2158100-4,F2-3-27-2,4,1,17,26,5,"2,210"
216001-005,F2-3-28-1,4,1,15,26,1,390
216003-005,F2-3-28-2,4,1,16,23,4,"1,472"
216006-005,F2-3-29-1,4,1,20,29,3,"1,740"
216007-005,F2-3-29-2,4,1,20,26,5,"2,600"
216012-005,F2-3-30-1,4,1,15,29,3,"1,305"
216016-004,F2-3-30-2,4,1,15,28,4,"1,680"
216024-007,F2-3-31-1,4,1,14,29,1,406
216027-008,F2-3-31-2,4,1,23,24,4,"2,208"
216035-000,F2-3-32-1,4,1,17,29,5,"2,465"
216039-000,F2-3-32-2,4,1,18,25,1,450
216102-000,F2-3-33-1,4,1,16,28,4,"1,792"
2161298-1,F2-3-34-1,4,1,15,25,1,375
2161299-1,F2-3-34-2,4,1,18,28,4,"2,016"
2-1617003-9,F2-3-35-1,4,1,22,23,2,"1,012"
2-1617004-6,F2-3-35-2,4,1,14,29,4,"1,624"
2-1617030-6,F2-3-36-1,4,1,15,23, -   , -   
2-1617076-6,F2-3-36-2,4,1,13,25,3,975
2-1617749-4,F2-3-37-1,4,1,14,25,5,"1,750"
2-1617805-5,F2-3-37-2,4,1,15,27,1,405
2-1618002-6,F2-3-38-1,4,1,19,29,1,551
2-1618403-6,F2-3-38-2,4,1,19,23,2,874
216202-001,F2-3-39-1,4,1,17,27,1,459
216268-005,F2-3-39-2,4,1,19,28, -   , -   
216271-002,F2-3-40-1,4,1,18,29,3,"1,566"
216324-001,F2-3-41-1,4,1,21,27, -   , -   
2-1633127-4,F2-3-41-2,4,1,20,29,4,"2,320"
2-1633127-6,F2-3-42-1,4,1,20,29,4,"2,320"
2-1633664-0,F2-3-42-2,4,1,20,25,1,500
216368-001,F2-3-43-2,4,1,15,28,2,840
216370-000,F2-3-44-1,4,1,19,27,2,"1,026"
216380-000,F2-3-44-2,4,1,21,27, -   , -   
216392-000,F2-3-45-1,4,1,18,24,4,"1,728"
216438-001,F2-3-45-2,4,1,16,26,1,416
216441-000,F2-3-46-1,4,1,16,23,5,"1,840"
2168083-2,F2-3-46-2,4,1,21,25,5,"2,625"
2172059-3,F2-3-48-1,4,1,15,23, -   , -   
2-172211-2,F2-3-48-2,4,1,22,27,4,"2,376"
2-1729372-2,F2-3-49-1,4,1,16,29,1,464
2-1729372-7,F2-3-49-2,4,1,16,28,5,"2,240"
2-1729372-8,F2-3-50-1,4,1,16,24,1,384
2-1729698-3,F2-3-50-2,4,1,23,29,3,"2,001"
2-1729710-2,F2-3-51-1,4,1,16,29,2,928
2-173711-8,F2-3-51-2,4,1,18,28,1,504
2-173985-3,F2-3-52-2,4,1,14,27,3,"1,134"
2174191-1,F2-3-53-1,4,1,14,24,4,"1,344"
2174210-3,F2-3-53-2,4,1,14,26,5,"1,820"
2174211-1,F2-3-54-1,4,1,17,23,5,"1,955"
2174211-2,F2-3-54-2,4,1,17,27,1,459
2174211-3,F2-3-55-1,4,1,16,28,2,896
2174219-2,F2-3-56-1,4,1,23,24,5,"2,760"
2174220-1,F2-3-56-2,4,1,19,29,5,"2,755"
2174220-2,F2-3-57-1,4,1,21,23, -   , -   
2174220-3,F2-3-57-2,4,1,14,29,2,812
2174223-1,F2-3-58-1,4,1,13,26,3,"1,014"
2174223-3,F2-3-58-2,4,1,20,25, -   , -   
2174226-2,F2-3-59-2,4,1,19,28,3,"1,596"
2174493-1,F2-3-60-2,4,1,23,27,3,"1,863"
2174629-1,F2-4-1-2,4,1,14,24, -   , -   
2-1746741-8,F2-4-2-1,4,1,23,23,5,"2,645"
2-1747819-3,F2-4-3-1,4,1,18,29,2,"1,044"
2-174917-7,F2-4-3-2,4,1,13,24, -   , -   
2-174957-1,F2-4-4-1,4,1,23,25, -   , -   
2-1762200-2,F2-4-5-1,4,1,16,27, -   , -   
2176230-2,F2-4-5-2,4,1,21,27,2,"1,134"
2176230-4,F2-4-6-1,4,1,23,23,4,"2,116"
2-178128-5,F2-4-7-2,4,1,21,26,3,"1,638"
2-178137-5,F2-4-8-2,4,1,14,23,1,322
2-178139-2,F2-4-9-2,4,1,15,28,1,420
2-178900-4,F2-4-11-2,4,1,20,26,1,520
2-179276-2,F2-4-12-1,4,1,23,23,2,"1,058"
2-179552-4,F2-4-12-2,4,1,21,28,1,588
218033-007,F2-4-14-1,4,1,21,29,4,"2,436"
2-1803412-8,F2-4-14-2,4,1,22,23,3,"1,518"
2181005-1,F2-4-15-1,4,1,18,25,5,"2,250"
218113-005,F2-4-15-2,4,1,22,27,4,"2,376"
2-1827864-0,F2-4-16-1,4,1,14,26,4,"1,456"
2-1827864-3,F2-4-16-2,4,1,13,27,5,"1,755"
2-1827875-3,F2-4-17-1,4,1,17,25, -   , -   
218312-000,F2-4-18-1,4,1,19,26,1,494
218314-000,F2-4-18-2,4,1,20,27,5,"2,700"
218503-002,F2-4-19-1,4,1,20,25, -   , -   
218504-002,F2-4-19-2,4,1,18,26, -   , -   
218552-000,F2-4-20-1,4,1,15,23, -   , -   
218553-001,F2-4-20-2,4,1,21,29,4,"2,436"
218654-001,F2-4-21-1,4,1,17,27,5,"2,295"
2187061-1,F2-4-21-2,4,1,20,29,2,"1,160"
2-1871935-1,F2-4-22-1,4,1,15,25,2,750
2-1903131-0,F2-4-22-2,4,1,17,23,2,782
2-1903131-6,F2-4-23-1,4,1,21,28,3,"1,764"
2-1903611-6,F2-4-24-1,4,1,19,25,2,950
21919-5,F2-4-25-1,4,1,14,29,1,406
2-1939261-2,F2-4-26-1,4,1,23,24,4,"2,208"
2-1939432-3,F2-4-26-2,4,1,13,28,1,364
2-1939479-3,F2-4-27-1,4,1,17,28,2,952
2197876-2,F2-4-28-2,4,1,13,28,1,364
219797-000,F2-4-29-1,4,1,17,25, -   , -   
2201011-1,F2-4-29-2,4,1,13,26, -   , -   
2201011-2,F2-4-30-1,4,1,16,24,4,"1,536"
2201013-2,F2-4-30-2,4,1,19,28,2,"1,064"
2201014-1,F2-4-31-1,4,1,13,25,2,650
2201284-3,F2-4-31-2,4,1,14,28,5,"1,960"
2-2013325-1,F2-4-32-1,4,1,22,25,2,"1,100"
2-2013522-0,F2-4-32-2,4,1,23,29,4,"2,668"
2201481-1,F2-4-33-1,4,1,21,23,2,966
2201481-2,F2-4-33-2,4,1,15,23,3,"1,035"
2201482-1,F2-4-34-1,4,1,17,26,4,"1,768"
2201482-2,F2-4-34-2,4,1,20,24,2,960
2201504-2,F2-4-35-1,4,1,16,23, -   , -   
2201904-1,F2-4-37-1,4,1,19,29,3,"1,653"
2201944-1,F2-4-37-2,4,1,20,28,5,"2,800"
2-2047889-4,F2-4-38-1,4,1,13,25,3,975
2-2069235-2,F2-4-38-2,4,1,23,23,1,529
2-2069237-2,F2-4-39-1,4,1,17,25,4,"1,700"
2-2069574-1,F2-4-39-2,4,1,21,24,2,"1,008"
2-21003-0,F2-4-40-1,4,1,18,25,2,900
2-2112780-2,F2-4-41-1,4,1,22,25,5,"2,750"
2-2119582-1,F2-4-41-2,4,1,13,26,5,"1,690"
2-2119805-1,F2-4-42-2,4,1,13,25,1,325
2213600-2,F2-4-43-1,4,1,15,23,4,"1,380"
2213730-1,F2-4-43-2,4,1,13,23,5,"1,495"
2213795-1,F2-4-44-1,4,1,16,29,3,"1,392"
2-2151082-1,F2-4-44-2,4,1,16,27,5,"2,160"
2217206-4,F2-4-45-2,4,1,22,26,5,"2,860"
2-2176231-1,F2-4-46-1,4,1,16,26,1,416
2-2176337-5,F2-4-46-2,4,1,14,25,1,350
2221990-1,F2-4-47-1,4,1,13,23,3,897
2223670001,F2-4-47-2,4,1,21,26,4,"2,184"
2226454-1,F2-4-48-1,4,1,20,27,4,"2,160"
2226455-1,F2-4-48-2,4,1,23,26, -   , -   
2-2266110-1,F2-4-49-1,4,1,18,26,4,"1,872"
2226881-1,F2-4-49-2,4,1,19,29,2,"1,102"
2227728-1,F2-4-50-1,4,1,21,24,1,504
22278-9,F2-4-50-2,4,1,18,25, -   , -   
22279-1,F2-4-51-1,4,1,14,27,3,"1,134"
2-2280624-3,F2-4-51-2,4,1,15,25, -   , -   
2229178-3,F2-4-53-1,4,1,21,29,1,609
2229186-3,F2-4-53-2,4,1,13,25, -   , -   
2229654-2,F2-4-54-1,4,1,21,24,3,"1,512"
2229716-1,F2-4-54-2,4,1,14,25,5,"1,750"
2229957-1,F2-4-55-2,4,1,14,26,3,"1,092"
2232260-1,F2-4-56-1,4,1,18,27,4,"1,944"
2232331-1,F2-4-56-2,4,1,17,24,4,"1,632"
2-2331743-1,F2-4-58-1,4,1,17,27,5,"2,295"
2-2366515-4,F2-4-58-2,4,1,16,24,5,"1,920"
2-2366515-8,F2-4-59-1,4,1,17,26,3,"1,326"
2236793-3,F2-4-59-2,4,1,21,25,1,525
2237069-1,F2-4-60-1,4,1,13,29, -   , -   
2237122-1,F2-4-60-2,4,1,14,29,1,406
2-240651-8,F2-5-2-2,4,1,13,26,4,"1,352"
224077-000,F2-5-3-1,4,1,18,27,2,972
2-2408463-1,F2-5-3-2,4,1,19,24,2,912
2-2408463-2,F2-5-4-1,4,1,19,25, -   , -   
2-2408463-5,F2-5-4-2,4,1,15,27,1,405
2-2408463-6,F2-5-5-1,4,1,14,27,2,756
2-2410106-0,F2-5-5-2,4,1,14,25,5,"1,750"
2-2410106-1,F2-5-6-1,4,1,16,29,3,"1,392"
2247308-1,F2-5-7-2,4,1,16,25,1,400
225690-E,F2-5-8-1,4,1,15,27,5,"2,025"
225851-000,F2-5-8-2,4,1,18,29,3,"1,566"
22594-8,F2-5-9-1,4,1,18,23,4,"1,656"
2259984-1,F2-5-9-2,4,1,17,27, -   , -   
2260269-2,F2-5-10-1,4,1,15,23,2,690
2260439-1,F2-5-11-1,4,1,19,24,5,"2,280"
2260469-1,F2-5-11-2,4,1,22,24,4,"2,112"
2260470-1,F2-5-12-1,4,1,17,29,5,"2,465"
2260471-1,F2-5-12-2,4,1,21,25,2,"1,050"
2260566-1,F2-5-14-2,4,1,22,25,3,"1,650"
2260568-1,F2-5-15-2,4,1,19,25, -   , -   
2260610-1,F2-5-16-1,4,1,21,25,3,"1,575"
2260611-1,F2-5-16-2,4,1,23,29,4,"2,668"
2260612-1,F2-5-17-1,4,1,19,25, -   , -   
2260613-1,F2-5-17-2,4,1,19,27,2,"1,026"
2260614-1,F2-5-18-1,4,1,14,25,5,"1,750"
2260615-1,F2-5-18-2,4,1,23,27,4,"2,484"
2260616-1,F2-5-19-1,4,1,21,24,3,"1,512"
2260617-1,F2-5-19-2,4,1,17,26,5,"2,210"
2260618-1,F2-5-20-1,4,1,22,24,2,"1,056"
2260701-1,F2-5-20-2,4,1,18,28,4,"2,016"
2260862-1,F2-5-22-2,4,1,19,27,2,"1,026"
2260862-6,F2-5-23-1,4,1,20,26, -   , -   
2260862-8,F2-5-23-2,4,1,21,23,3,"1,449"
2261171-1,F2-5-24-1,4,1,14,26,5,"1,820"
2266273-2,F2-5-24-2,4,1,17,28,2,952
2271195-1,F2-5-25-1,4,1,14,27,4,"1,512"
227226-000,F2-5-25-2,4,1,17,25,2,850
227297-000,F2-5-26-1,4,1,19,29, -   , -   
2274000-1,F2-5-27-1,4,1,15,26,5,"1,950"
227540-000,F2-5-28-1,4,1,19,25,4,"1,900"
2286663-1,F2-5-29-1,4,1,22,29, -   , -   
2287439-3,F2-5-29-2,4,1,16,27,4,"1,728"
2287442-3,F2-5-30-1,4,1,20,26,4,"2,080"
2287497-1,F2-5-30-2,4,1,18,27, -   , -   
2287626-2,F2-5-31-1,4,1,19,24,2,912
2288096-3,F2-5-31-2,4,1,16,26,2,832
2288255-1,F2-5-32-1,4,1,17,28,1,476
2288602-1,F2-5-32-2,4,1,23,27,5,"3,105"
2289072-1,F2-5-33-1,4,1,13,24,4,"1,248"
2291049-2,F2-5-33-2,4,1,23,27,4,"2,484"
2291357-1,F2-5-34-1,4,1,14,23,4,"1,288"
2292113-1,F2-5-34-2,4,1,23,26,2,"1,196"
2-292141-2,F2-5-35-2,4,1,17,25,4,"1,700"
2-292141-4,F2-5-36-1,4,1,23,27,4,"2,484"
2-292141-6,F2-5-36-2,4,1,16,27,3,"1,296"
2-292175-2,F2-5-37-1,4,1,17,27,5,"2,295"
2-292206-8,F2-5-38-1,4,1,23,26,2,"1,196"
2-292208-2,F2-5-39-1,4,1,16,26,5,"2,080"
2-292215-4,F2-5-39-2,4,1,15,29,3,"1,305"
2-292229-2,F2-5-40-1,4,1,19,25,4,"1,900"
2292435-1,F2-5-40-2,4,1,16,29,5,"2,320"
2292906-2,F2-5-41-1,4,1,15,25, -   , -   
2295226-1,F2-5-43-1,4,1,21,29,5,"3,045"
229622-1,F2-5-44-1,4,1,22,25,2,"1,100"
2297787-1,F2-5-45-1,4,1,18,26,3,"1,404"
2298107-5,F2-5-45-2,4,1,19,25, -   , -   
2298611-1,F2-5-46-1,4,1,18,23,3,"1,242"
2298612-1,F2-5-46-2,4,1,22,24,5,"2,640"
2300043-1,F2-5-47-1,4,1,20,25,4,"2,000"
2301550-1,F2-5-48-1,4,1,21,25,1,525
2301826-1,F2-5-48-2,4,1,21,24,1,504
2301994-8,F2-5-49-2,4,1,16,23,1,368
2301997-5,F2-5-50-1,4,1,13,28,3,"1,092"
2301997-7,F2-5-50-2,4,1,23,23,4,"2,116"
2302339-1,F2-5-51-1,4,1,23,26,5,"2,990"
2303088-1,F2-5-54-2,4,1,13,28,1,364
230375-000,F2-5-55-1,4,1,22,29,5,"3,190"
2304125-2,F2-5-56-1,4,1,13,28,1,364
2304575-1,F2-5-56-2,4,1,19,25, -   , -   
2305470-2,F2-5-57-1,4,1,15,24,1,360
2-305579-6,F2-5-57-2,4,1,20,28,3,"1,680"
2309414-1,F2-5-58-1,4,1,19,24, -   , -   
2309619-3,F2-5-59-1,4,1,17,29,2,986
2312064-6,F2-5-60-2,4,1,18,24,4,"1,728"
2312734-2,G1-0-2-1,4,1,18,29,1,522
